ser,date,text,label
328,8/18/2020 17:39,4everNeverTrump Its pandemic what were ? Zero ! COVID19 not,negative
329,8/22/2020 6:39,4wding rickneo3 1776gadsden3 In your arrogance you either ' t watch the video,neutral
330,8/22/2020 4:32,5 2020 Link to Story by ' s affiliate radio station Topic How Covid19 disproportionately,negative
331,7/27/2020 6:48,5 COVID19 the Wont Report Some good you will not see on fa,neutral
332,7/27/2020 7:02,5 COVID19 the Wont Report COVID19 COVID,neutral
333,7/31/2020 17:26,5 Expand With so many out of work this is the time to hire and pay people to work as,negative
334,8/22/2020 3:06,5 NEW Scientific that offer Hope Against the COVID19 Pandemic,positive
335,8/16/2020 3:23,5 Of course the research into these and other is still ongoing so we cannot draw final yet,neutral
336,8/8/2020 12:45,5 Once this new differently than anything we ' d seen before,neutral
337,7/25/2020 8:42,5 People are likely to die from chronic dis complication before COVID19 get to destroy their Some,negative
338,8/10/2020 15:57,5 for Talking to Your about COVID19,neutral
339,7/31/2020 17:49,5 for teaching virtually as a first year teacher year,neutral
340,7/25/2020 3:31,5 to remember Will Keep Dying Daily COVID19,negative
341,7/27/2020 7:00,5 days left feel like 5 though NHL2020Playoffs COVID19,neutral
342,7/26/2020 2:17,5 days of more than 1000 COVID19 I note we ' re not hearing saying the death rate is low an,negative
343,7/25/2020 4:04,5 after COVID19 hit New 497 in our multiple inmate,negative
344,7/31/2020 17:02,5 on demand Comprehensive Whole Child Development for and,positive
345,8/2/2020 21:30,5 year old W her with computer school Learn more about the,neutral
346,8/18/2020 18:03,50 % of the on this survey must have high to check out from time to time to see how,positive
347,8/2/2020 18:54,500 people this morning in The homeless scattering the streets In,negative
348,8/14/2020 1:14,50000 COVID19 ? response ,negative
349,8/30/2020 8:21,500000 Homeless people in the $ 100000 to build each a home 500000 X $ 100000 to $ 50 Billion The,negative
350,8/29/2020 21:20,504000 COVID19 are from If we ' re only 30 of those a day it is going to take an in,negative
351,7/25/2020 4:04,54321Myteet Compare them to either or the hell out of them both COVID19 wise ,negative
352,7/25/2020 1:11,594 new and 3 new in Michigan for the COVID19 Update,negative
353,8/6/2020 15:41,5X County showing decline in 7day running average of COVID19,negative
354,7/25/2020 5:20,5yearold boy among the COVID19 in County,neutral
355,7/25/2020 7:30,6 All the aerosol data we should all wear Furthermore remember that mask now also found to reduce,positive
356,7/25/2020 7:53,6 As for the I wish all of them success For those that will be responsible till the end may God be w,positive
357,8/16/2020 3:23,6 Despite the grim news there is much to be hopeful about when it comes to COVID19 But at the same time we ca,negative
358,8/14/2020 2:14,6 and the campaign on the state of to slow to reopen amid d,neutral
359,8/16/2020 7:05,6 ago confirmed it is first case of COVID19 Since then there have been 1 million affecting e,negative
360,8/17/2020 4:45,6 into COVID19 in So far rising gradually 1M + Moving from urban to rural 14 count,negative
361,8/17/2020 5:30,6 most important that post Covid19 workplace will require,positive
362,8/22/2020 2:15,6 to 18yrs old dead from COVID19 in,negative
363,8/22/2020 0:17,600 in the County public school system have already tested positive for COVID19,negative
364,7/28/2020 3:17,60000 plus new per day ; want back to school now do they want to kill ? or kill their,negative
365,8/6/2020 16:22,606 ; 309 have been missing in since start of COVID19 March 16 through June 30,negative
366,8/22/2020 3:12,61 of COVID19 at the University of The of few risk the college experience of many For many,negative
367,8/4/2020 7:32,612MASH is welcoming are too They do complimentary COVID19 testing,positive
368,8/2/2020 20:42,64AnnyBug Not me We our going Due to COVID19 ; the fact 1 of the worst,negative
369,7/29/2020 16:00,650West at teens with COVID19 the gender gap in section one of 650WestMag Teens,negative
370,8/8/2020 12:46,66 and health give the best advice they can based on available but when the data change,positive
371,8/29/2020 23:14,660Mary TheSpeaker2018 ; clinical trial of COVID19 vaccine mRNA1273 to avoid,positive
372,8/6/2020 15:42,6X County western part of the State and a is showing a less steep decline in their 7,negative
373,8/2/2020 19:07,7 COVID19 are climbing all over the world but only such widespread devastation from huge c,negative
374,8/11/2020 10:13,7 But in mind that done an amazing job under containment is many fold better tha,neutral
375,7/31/2020 17:26,7 Free testing and treatment nationwide The more people fear the cost of treatment the more likely they are t,positive
376,8/16/2020 3:23,7 Take care of yourself Seek help when you need it In my long recovery from COVID19 I have not been shy about,positive
377,7/25/2020 7:00,7 out of 10 in depend on the informal sector can protect,positive
378,8/18/2020 18:00,70 %+ of youth who study or combine study w work have been affected by the of ,negative
379,8/18/2020 18:08,71 of 82 are now COVID19 in not a genius but I just,negative
380,8/8/2020 13:48,71000 Spreading hate and Mission accomplished,negative
381,7/25/2020 3:51,724 In just three days 566 new COVID19 The is a 5 year old boy from the,negative
382,7/29/2020 16:09,72920 COVID19 data from Another new daily high for + 14 Case,negative
383,8/1/2020 18:00,731 Covid19 EPIDEMIC POP 4m pop 22 Japan 126M pop 977 50M pop,neutral
384,7/31/2020 18:31,73120 on Hill ; at the Congressman D at the end his Are,neutral
385,8/1/2020 16:01,75 ago we had Day and Day Victory in and Victory Over Japan Day Victory over COVID19 cant come soon enough,neutral
386,8/4/2020 7:25,75 % sure I had COVID in but it is better been severe heart and trouble breathing lately COVID19,negative
387,8/2/2020 17:21,76 % of these camp who could be tested then turned up positive 76 % COVID19,negative
388,7/25/2020 0:53,77877 and 1129 today according to Another terribly sad day Covid19 COVID19 I,negative
389,8/10/2020 15:34,78 % of college lack trust in their school ' s health facility to provide quality care COVID19,negative
390,8/6/2020 15:43,7X Orange County home to World is also to show a decline in it is 7day running average,negative
391,8/30/2020 8:09,7th International Good Medical Research Congress Join us ! MedicReS2020 Health Virtual,positive
392,7/25/2020 11:02,8 Tactics School can Employ to Strengthen Empathy communication,positive
393,8/14/2020 2:14,8 The state last week that it will begin limited visit is at without active COVID19 c,negative
394,8/6/2020 16:29,8 billion in new defense spending should not be included in the Covid relief bill under negotiation COVID19,positive
395,7/31/2020 18:53,8 more and 734 more new of COVID19 in Michigan today See the here,negative
396,8/17/2020 7:04,800 + youth in went to 700000 helping to dispel ; providing,negative
397,8/4/2020 6:50,80320 United Kingdom Total Population 354 million Total,negative
398,8/10/2020 15:46,810 COVID19 briefing According to are 8x more likely than White,negative
399,8/10/2020 16:18,81020 COVID19 data from 43963 + 397 605 + 2,negative
400,8/1/2020 16:33,8119 COVID Update was month yet nearly half of camp infected and with new ti,negative
401,8/1/2020 16:40,8120 COVID19 data from 7day rolling average of new daily tops 1100,negative
402,8/1/2020 18:07,812020 Get Ahead of Stroke ? Keep this number in mind 140000 die every year from stroke,negative
403,8/17/2020 4:40,816 update ' s total current number of Covid19 remains under 1K for the 11th consecutive day,negative
404,8/18/2020 17:56,81820 COVID19 data from 17 tied for wi,negative
405,8/22/2020 0:59,82020 Graph a decline in COVID active for the county of Keeping my crossed ho,negative
406,8/16/2020 6:54,83 % of sexual violence in or near a home from Reading about assault close to home,negative
407,8/22/2020 1:22,831b tax are back baby Combine the covid19 business interruption premium with a war risk premium,negative
408,8/14/2020 7:20,85 % of in our global survey are some form of leniency such as moratoria ; loan,negative
409,8/6/2020 15:56,86 COVID19 briefing New study nearly half of said they,negative
410,8/6/2020 16:11,8620 COVID19 data from Another day of,negative
411,7/30/2020 20:29,862020 900am Borrowing Money in a Pandemic Discover available to small as we continue,positive
412,8/2/2020 18:00,87 % of begin their product journey because that ' s where product content Join us on,neutral
413,7/25/2020 3:39,882 ? I am going to post the TREATMENT and PREVENTION for COVID19 I should get about 10k new follow,negative
414,8/6/2020 15:46,8X People being admitted to the hospital for COVID19 in also but more slowly than,negative
415,7/26/2020 7:26,8rareddy Classic ! The king of COVID19 sure they all got a chuckle out of that one Have you at this,neutral
416,7/25/2020 8:42,9 COVID19 Presentation in another hospital in Maybe because it was a routine presentation no one bo,negative
417,8/12/2020 5:54,90 Percent COVID19 Child COVID up 90 % Last Month as Trump Are ' Almost,negative
418,8/14/2020 5:20,911 Tribute in Light memorial in amid COVID19,negative
419,7/26/2020 2:41,911well agree more ! Find what the mind ; soul We all need some extra love right now,positive
420,7/25/2020 3:25,92 % of survey have set up COVID19 response more than 75 % are already engaging with key s,negative
421,8/30/2020 5:52,9210 9210 9210 9210 9210 COVID19 Covid19Millionaires TRUMP2020 SHOCK REPORT,neutral
422,7/31/2020 17:13,924 new 1 new death from in Kern County COVID19,negative
423,8/8/2020 12:26,925 % return by oil oil turkey,neutral
424,8/1/2020 15:44,95100 ; 1000 people show are less likely to be infected with,negative
425,8/14/2020 6:30,97 health care have so far from COVID19 this amazing physician,positive
426,8/10/2020 15:50,97000 school test positive for COVID19 and yet are to open with no real support or,negative
427,8/6/2020 16:17,993 % recovery rate since June 1st COVID19,negative
428,8/13/2020 10:31,9996 new COVID19 in today The total number of at 264142 908,negative
429,8/6/2020 15:49,9X Staffed still tight in South Dade only 8 % available 9 ,negative
430,8/14/2020 3:25,to support of in congress who remain silent or support,positive
431,7/28/2020 5:50,A survey from firm revealed that the opportunistic use of COVID19 pandemic by,positive
432,8/4/2020 5:30,A you deserve to have that highlight ! stop Sanitize !!!! COVID19,positive
433,8/22/2020 2:14,A 13 year old girl contracted COVID19 asymptomatic She the virus to and dad Dad,negative
434,8/11/2020 9:56,A 137 % prevalence of SARSCoV2 in this large cohort study of in the greater area was similar,negative
435,8/29/2020 23:00,A 2020 take on track number 9 ,neutral
436,8/22/2020 3:03,A 21st Century Tool to Help Manage COVID19 with Diabetes,positive
437,8/30/2020 4:46,A 227 % positivity rate at is too damn high And testing 642 is too few We are seeing,negative
438,8/14/2020 2:21,A 3 month mask mandate is like the 154th day of the 2 we to flatten curve,positive
439,8/8/2020 11:05,A 350percent increase in was in the first quarter of the year many,negative
440,8/8/2020 13:30,A 7yearold boy is now the COVID19 victim in COVID19,negative
441,7/27/2020 4:53,A 9 year old from Covid19 yesterday in A 5 year old from Covid19 in today A major,negative
442,7/26/2020 7:19,A 9yr old in ; a 5yrs old in from Covid19 Now what ' s that Trump was saying ,negative
443,8/29/2020 20:03,A COVID19 + Summary 27 3 at least 21 fate of 3 unknow,negative
444,7/28/2020 5:22,A COVID19 Vaccine Reality Check Temper your around a And be wary of hygiene,positive
445,7/31/2020 19:18,A COVID19 silver lining ,neutral
446,7/31/2020 18:11,A COVID19 survivor is alive thanks to an organ donor,positive
447,7/26/2020 5:05,A report an already taxed child care industry is struggling to survive the COVID19 pandemic,negative
448,7/27/2020 4:10,A report an already taxed child care industry is struggling to survive the COVID19 pandemic Bot,negative
449,8/10/2020 16:05,A Flat Rock worker tested positive for COVID19 the of most of the department,negative
450,8/6/2020 16:00,A survey 68 % of legal ; compliance are struggling with their since COVID19,negative
451,8/1/2020 16:50,A camp ' s outbreak is a warning for what could happen when reopen s,negative
452,7/26/2020 6:42,A Guide to New York ' s New Restaurant Grading System Serious Eats COVID19,negative
453,8/6/2020 16:00,A drummer gone from live music in big to sitting on his couch for financial ass,positive
454,7/26/2020 4:59,A study found that the number of US COVID19 likely the disease ' s,negative
455,8/29/2020 23:06,A lab the first COVID19 reinfection in the US Ill fill you in when I sit down with,positive
456,8/30/2020 9:06,A New and Medical Clinic in on PRIDE,neutral
457,8/6/2020 15:51,A Nightmare on Elm Street 4 ; 5 interview with Listen here,neutral
458,8/22/2020 3:24,A Now aint that cute COVID19,negative
459,8/18/2020 16:02,A Phase 3 clinical trial designed to evaluate if an investigational vaccine can prevent symptomatic COVID19 in,positive
